

",0,"08/25/2016 14:08",N/A,https://www.facebook.com/permalink.php?story_fbid=1631956140468519andid=1471118299885638,0,Text,,,,,Lifetime,5,1,0,0,0,0,0,0,0,0,0,0,0
1633214013676065,1471118299885638,"Cazz's Cooking Community",,"Gluten Free Taco Mix

2 teaspoon cumin
1 teaspoon paprika
1/2 - 1 teaspoon chilli
1 1/2 teaspoon garlic salt
1 teaspoon oregano
 1 teaspoon corn flour
1/4 teaspoon salt

<step>
    Mix all together and use for 500gms-750gms mince meat or 3 cans of beans (mixed, cannelloni and black beans.)
    Serve in tacos with your choice of extras ( cheese, avocado, lettuce, tomatoe ect.
</step>

)",0,"09/09/2016 02:09",N/A,https://www.facebook.com/1471118299885638/photos/a.1547784625552338/1633193837011416/?type=3,0,Photo,,,,,Lifetime,5,1,0,0,0,0,0,0,0,0,0,0,0
1631975937133206,1471118299885638,"Cazz's Cooking Community",,"Larb
FODMAP Friendly

850gms minced pork 
3 TBspoons olive oil 
2 garlic cloves crushed
1 inch ginger grated
1/2 teaspoon chilli powder 
1-2 limes juiced
1/3 cup fish sauce
1 teaspoon sugar
1/4 cup mint leaves chopped
3 cups rice noodles cooked and chopped
1 lettuce leaves removed
Extra limes to serve

Prepare lettuce leaves and set aside. Combine lime juice, fish sauce and sugar, stir to combine and set aside. Heat oil in pan and cook meat until brown. Add garlic, ginger and chilli and cook a few minutes. Pour in juice mixture and stir through with noodles. Sever inside a lettuce cup with lime on the side. Alternately serve in told with thinly sliced cumber, lettuce and some chilli sauce.",0,"09/02/2016 02:09",N/A,https://www.facebook.com/1471118299885638/photos/a.1547784625552338/1631975937133206/?type=3,0,Photo,,,,,Lifetime,5,1,0,0,0,0,0,0,0,0,0,0,0
1631943293803137,1471118299885638,"Cazz's Cooking Community",,"Guacamole
(Gluten Free, Vegan)

2-3 avocados pitted, peeled and mashed
1 lime juiced
1 tomatoe de-seeded and chopped
3 spring onions chopped
1-2 garlic cloves crushed
1/2 teaspoon chilli powder
SandP to taste

Mix all together and sprinkle a few extra spring onions on top.",0,"08/21/2016 02:08",N/A,https://www.facebook.com/1471118299885638/photos/a.1547784625552338/1631943293803137/?type=3,0,Photo,,,,,Lifetime,5,1,0,0,0,0,0,0,0,0,0,0,0
1625170367813763,1471118299885638,"Cazz's Cooking Community",,"MM Pasties
(Great for a crowd- or grand final party)

10 sheets puff pastry
5-6 spuds grated
2 big carrots grated
1 turnip grated
1 pasnip grated
2 celery sticks finely chopped
1 onion grated
800-1000 gms mince meat
1 TBsp each salt and pepper
Milk for glazing

Grease baking trays and set aside. Heat oven to 180D. Mix all ingredients in large pot with your hands. Lay out one sheet of defrosted puff pastry on work surface and place mixed ingredient 2 1/2 handfuls off centre, then fold over pastry so edges are touching. Cut off excess triangle of pastry. Fold over edges and press firmly down with fingers. Place on baking tray and paint with some milk. Continue until you Use up all mixed ingredients. Cook at 180D (you may have to adjust to your stove) for 1 hour or until golden brown. Turn several times while cooking.",0,"08/12/2016 19:08",N/A,https://www.facebook.com/permalink.php?story_fbid=1625170367813763andid=1471118299885638,0,Photo,,,,,Lifetime,5,1,0,0,0,0,0,0,0,0,0,0,0
1624303631233770,1471118299885638,"Cazz's Cooking Community",,"Chow Mien
Quick and easy!

600gms minced pork
1/2 cabbage chopped
2-3 garlic cloves crushed
1/2 cup stir fry sauce
2 carrots grated
3 spring onions chopped
200gms rice noodles
1/2 cup chicken stock
Olive oil
SandP to taste

Heat olive oil in large pan or wok. Cook garlic for a few minutes then add pork. Cook until all brown. Add stock and cabbage then place lid on pan for 10 minutes. Meanwhile cook rice noodle in a separate bowl then drain and chop with kitchen scissors then set aside. Once cabbage cooked add noodles, carrot, stir fry sauce and SandP and stir well. Serve with spring onions sprinkled on top.
You can replace the cabbage with any yummy Asian green.",0,"08/06/2016 06:08",N/A,https://www.facebook.com/1471118299885638/photos/a.1547784625552338/1624303631233770/?type=3,0,Photo,,,,,Lifetime,5,1,0,0,0,0,0,0,0,0,0,0,0
1617433268587473,1471118299885638,"Cazz's Cooking Community",,"Mac and Cheese Slice

1 packet macaroni 
400 gms bacon pieces cooked
1 quantity white sauce*
2 TBsp Olive oil 
Grated tasty cheese
SandP to taste

Preheat oven to 180D. Cook macaroni to packet directions and pour 2 Tbsp olive oil and stir to coat all pasta (this stops it sticking together.) Pour into baking dish with all other ingredients except cheese and stir to combine. Top with cheese and bake for 40 minutes or until lightly browned on top.

*White Sauce

125 gms butter
1/3 cup flour 
700 MPs milk
Salt and white pepper to taste

Melt butter on stove top, add flour and stir to combine. Add a little milk and stir well until it thickens. Continually do this until all milk use up. Add SandP to taste.",0,"08/12/2016 23:08",N/A,https://www.facebook.com/1471118299885638/photos/a.1547784625552338/1617433268587473/?type=3,0,Photo,,,,,Lifetime,5,1,0,0,0,0,0,0,0,0,0,0,0
1617429111921222,1471118299885638,"Cazz's Cooking Community",,"Sarah O's Brownies

200gms milk chocolate (broken into small pieces)
170 gms butter
1 1/4 cups brown sugar
3 eggs beaten
1/2 cup + 1 TBsp flour sifted 
1/3 cup cocoa powder sifted
3/4 cup white chic chips
1 cup frozen raspberries (if desired.)

Preheat oven to 180D. Grease baking tray and line with baking paper then set aside. Melt butter first then add chocolate and stir until melted. Add sugar and stir until dissolved. Leave to cool for 5 minutes. Add half eggs and half the combined cocoa and flour, then stir well. Add remaining egg and flour mix and stir until completely combined. Stir through chocolate chips and raspberries if using, then pour into prepared tray. Sprinkle top with extra chic chips if desired. Cook for 40 minutes and turn half way through. Once cool cut into slices.",0,"08/04/2016 23:08",N/A,https://www.facebook.com/1471118299885638/photos/a.1547784625552338/1617429111921222/?type=3,0,Photo,,,,,Lifetime,4,1,0,0,0,0,0,0,0,0,0,0,0
1617263175271149,1471118299885638,"Cazz's Cooking Community",,"MM Veggie Soup

2 lamb shanks or other lamb bones
1 swede chopped
1 turnip chopped
1 parsnip chopped
2 celery sticks chopped
2 large carrots chopped
250 gms McKenzies soup mix
1 bay leaf
Stock to cover 
SandP to taste

Place all ingredients in a large pot and cover with stock until it is up to your thumb joint over all ingredients. Bring to the boil, then reduce to a simmer. Remove scum from the top and cook until the meat is falling of the bone (about 4-6 hours.) Remove shanks and shred meat with knife and fork. Place all back into the pot, including the bones. Cook until soup thickens, usually another 1-2 hours. Remove bones and season with SandP.  Serve with crusty bread. You can freeze the soup or cook in slow cooker on low for 8-10 hours.

This one of my families favourites.  Good to cook on a day you intent spending at home!
MM- my mums",0,"07/28/2016 23:07",N/A,https://www.facebook.com/1471118299885638/photos/a.1547784625552338/1617263175271149/?type=3,0,Photo,,,,,Lifetime,4,1,0,0,0,0,0,0,0,0,0,0,0
1614378085559658,1471118299885638,"Cazz's Cooking Community",,"Wheat free Wheat-bix slice!

10 gluten free week-bix crushed
1/4 cup cocoa sifted
3/4 cup brown sugar
200 gms butter
1/2 cup coconut
1 egg lightly beaten

Topping
200gms chocolate melted

Grease lamington tin and line with grease proof paper and set aside. In a large bowl mix together wheat-bix and coconut. Melt butter in small pan. Once completely melted add brown sugar and sifted cocoa. Stir well to combine. Let cool slightly and stir in beaten egg. Pour into wheat-bix mix and stir well. Pour into prepared pan and smooth top with the back of a spoon. Cover and place in fridge until completely cool. Once cool melt chocolate and smooth over top (you can sprinkle coconut on top if desired.) Cool in fridge until chocolate set, then cut into slices. You can add halved macerated cherries in the mix, if desired. Also you can add regular wheat-bix in place of gluten free variety.",0,"07/21/2016 17:07",N/A,https://www.facebook.com/permalink.php?story_fbid=1614378085559658andid=1471118299885638,0,Photo,,,,,Lifetime,5,2,0,0,0,0,0,0,0,0,0,0,0
1614359922228141,1471118299885638,"Cazz's Cooking Community",,"Lazy Risotto
(Gluten Free)

If you love risotto but hate standing at the stove stirring it, this one is for you!

1-2 tablespoons olive oil
3-4 rashes bacon finely chopped
4 garlic cloves crushed
500gms chicken thighs chopped
1 teaspoon grated lime rind
1/2 teaspoon chilli powder
140 gms tomatoe paste
1 1/2 cups arborio rice
750ml chicken stock
1/4 cut chopped parsley
2-3 spring onions chopped

Heat oil in oven proof dish and cook bacon until nicely brown. Add garlic and cook for a few minutes until golden. Cook chicken in batches until all done. Add rice to pan and cook a few minutes, stirring continuously until all coated.  Add all other ingredients except spring onions and stir to combine. Put lid on and place in preheated moderate oven for 35 minutes. Remove from oven and sprinkle with spring onions. Serve with salad if desired.

* alternately you can replace the lime and parsley with lemon and Rosemary for a different taste.",0,"07/19/2016 00:07",N/A,https://www.facebook.com/1471118299885638/photos/a.1547784625552338/1614359922228141/?type=3,0,Photo,,,,,Lifetime,2,1,0,0,0,0,0,0,0,0,0,0,0
